location,latitude,longitude,aqi,last_updated,size
"Cheorwon(DMZ), Seoul, South Korea (철원(DMZ) 강원)",38.290859,127.179801,61,2024-05-27T18:00:00+09:00,1
"Jingjing Mining District District Committee Building, Shijiazhuang (石家庄市井陉矿区区委大楼)",38.071,114.069,64,2024-05-27T17:00:00+09:00,1
"CPPCC Building, Wuzhou (梧州龙圩)",23.415,111.2353,55,2024-05-27T18:00:00+09:00,1
"Kamalnath Nagar, Bettiah, India",26.80365,84.51954,0,2024-05-26T19:30:00+09:00,1
"Begur, Catalunya, Spain",41.95867,3.2129009,30,2024-05-27T17:00:00+09:00,1
"Pekanbaru, Indonesia",0.5070677,101.4477793,53,2024-05-27T18:00:00+09:00,1
"yīng huá jiā yuán, Nanning (南宁英华嘉园)",22.735,108.328,68,2024-05-27T18:00:00+09:00,1
"Olympus Garden, Eerduosi (鄂尔多斯奥林花园)",39.7884,109.9734,61,2024-05-27T18:00:00+09:00,1
"Sector-7, Kurukshetra, India",29.966942,76.875879,168,2024-05-27T14:30:00+09:00,1
"Phase-1 GIDC, Vapi, India",20.362421,72.918013,68,2024-05-27T14:30:00+09:00,1
"Mirchaibari, Katihar, India",25.560083,87.553265,9,2024-05-27T13:30:00+09:00,1
"la Garde, La Valette, PACA, France",43.135902,6.011513,35,2024-05-27T17:00:00+09:00,1
"mohit mehriz , Mehriz, YAZD, Iran (مهریز- محیط زیست مهریز یزد)",31.5800521,54.4394291,151,2024-05-27T17:30:00+09:00,1
"Tuzlanski bukinje, Bosnia Herzegovina",44.523611111111,18.600277777778,374,2024-05-27T18:00:00+09:00,1
"Shindenmachi, Shimabara, Nagasaki, Japan (島原大気測定局島原市)",32.7890027,130.3748552,46,2024-05-27T17:00:00+09:00,1
"BDA, Lu'an (六安开发区)",31.7712,116.5661,38,2024-05-27T18:00:00+09:00,1
"mùyáng, Yunfu (云浮牧羊)",22.9539,112.0539,124,2024-05-27T18:00:00+09:00,1
"Huangling County Environmental Protection Bureau, Yanan (延安黄陵县环保局)",35.583888890161,109.24388890015,53,2024-05-27T17:00:00+09:00,1
"Merchants Quay, Waterford City, Ireland",52.263829,-7.117967,20,2024-05-27T17:00:00+09:00,1
"Micmac, Maine, USA",46.6964,-68.033096,16,2024-05-27T18:00:00+09:00,1
"Grangeville, Idaho, USA",45.931389,-116.11528,25,2024-05-27T16:00:00+09:00,1
"Saint-Exupery, Cholet, Loire, France",47.0558,-0.883553,34,2024-05-27T18:00:00+09:00,1
"Oxford St Ebbes, United Kingdom",51.744806,-1.260278,22,2024-05-27T17:00:00+09:00,1
"Stoke-on-Trent Centre, United Kingdom",53.02821,-2.175133,25,2024-05-27T17:00:00+09:00,1
"Newcastle Centre, United Kingdom",54.97825,-1.610528,34,2024-05-27T16:00:00+09:00,1
"Bray, Ireland",53.187221999756,-6.1216669995869,26,2024-05-27T17:00:00+09:00,1
"Whistler Meadow Park, British Comlumbia, Canada",50.144285,-122.960402,8,2024-05-27T17:00:00+09:00,1
"Powers, Alberta, Canada",53.633,-114.4199,28,2024-05-27T17:00:00+09:00,1
"Elkford Rocky Mountain Elementary School, British Comlumbia, Canada",50.0077944,-114.93342,13,2024-05-27T17:00:00+09:00,1
"Libby Courthouse, Montana, USA",48.3841,-115.548,28,2024-05-27T18:00:00+09:00,1
"Pacific St, Bellingham, Washington, USA",48.760036,-122.456463,30,2024-05-27T20:00:00+09:00,1
"Crofton Substation, British Comlumbia, Canada",48.874529,-123.653929,21,2024-05-27T16:00:00+09:00,1
"Vancouver Clark Drive, British Comlumbia, Canada",49.26029,-123.077811,20,2024-05-27T16:00:00+09:00,1
"Billlings Lockwood, Montana, USA",45.806357,-108.426551,4,2024-05-27T16:00:00+09:00,1
"Cold Lake South, Alberta, Canada",54.4138811,-110.2330575,22,2024-05-27T17:00:00+09:00,1
"Surmont 2, Alberta, Canada",56.2124673,-110.9091168,15,2024-05-27T16:00:00+09:00,1
"Leicester University, United Kingdom",52.619823,-1.127311,23,2024-05-27T17:00:00+09:00,1
"Auchencorth Moss, United Kingdom",55.79216,-3.2429,26,2024-05-27T17:00:00+09:00,1
"Vaudreuil-Huntingdon, Quebec, Canada",45.08672,-74.174698,26,2024-05-27T18:00:00+09:00,1
"Ryder, North Dakota, USA",47.940861,-101.571583,25,2024-05-27T18:00:00+09:00,1
"Ncore, Montana, USA",46.8505,-111.987164,25,2024-05-27T18:00:00+09:00,1
"Floyd Dryden, Alaska",58.388889,-134.565556,29,2024-05-27T17:00:00+09:00,1
"Juliaetta, Idaho, USA",46.578731,-116.708958,2,2024-05-27T14:00:00+09:00,1
"Ruby St, Ellensburg, Washington, USA",46.99364,-120.545,50,2024-05-27T20:00:00+09:00,1
"Richmond South, British Comlumbia, Canada",49.1414,-123.1083,36,2024-05-27T16:00:00+09:00,1
"Cheeka Peak, Washington, USA",48.29786,-124.62491,27,2024-05-27T20:00:00+09:00,1
"Harmac Cedar Woobank, British Comlumbia, Canada",49.114165,-123.850165,13,2024-05-27T16:00:00+09:00,1
"Duluth-WDSE, Minnesota, USA",46.8183,-92.0892,19,2024-05-27T18:00:00+09:00,1
"Meadow Lake, Saskatchewan, Canada",54.126035,-108.43729,21,2024-05-27T17:00:00+09:00,1
"Nile, Washington, USA",46.81706,-120.95233,5,2024-05-27T17:00:00+09:00,1
"Grimshaw, Alberta, Canada",56.18657,-117.604994,9,2024-05-27T17:00:00+09:00,1
"Wrexham, United Kingdom",53.04222,-3.002778,22,2024-05-27T17:00:00+09:00,1
"Wexford Opera House, Ireland",52.338033,-6.462139,12,2024-05-27T17:00:00+09:00,1
"Aberdeen, South Dakota, USA",45.468596,-98.494061,10,2024-05-27T18:00:00+09:00,1
"Glen Ewen, Saskatchewan, Canada",49.235534,-101.985397,7,2024-05-27T17:00:00+09:00,1
"Vanderhoof, British Comlumbia, Canada",54.0163,-124.0061,8,2024-05-27T16:00:00+09:00,1
"Niort - Venise verte, Deux-Sèvres, NouvelleAquitaine, France",46.32,-0.482861,31,2024-05-27T18:00:00+09:00,1
"St. John's, NewFoundland, Canada",47.56038,-52.71147,29,2024-05-27T15:30:00+09:00,1
"Sudbury, Ontario, Canada",46.49194,-81.003105,25,2024-05-27T18:00:00+09:00,1
"Sandpoint, Idaho, USA",48.292141,-116.556656,17,2024-05-27T16:00:00+09:00,1
"Balsam St, Moses Lake, Washington, USA",47.1303,-119.2737,19,2024-05-27T18:00:00+09:00,1
"Edson, Alberta, Canada",53.593611,-116.392778,15,2024-05-27T17:00:00+09:00,1
"Inuvik, NorthWestTerritories, Canada",68.356994,-133.714063,0,2024-05-27T15:00:00+09:00,1
"Barnstaple A39, United Kingdom",51.074793,-4.041924,16,2024-05-27T17:00:00+09:00,1
"Cardiff Centre, United Kingdom",51.48178,-3.17625,34,2024-05-27T17:00:00+09:00,1
"Edinburgh Queensferry Road, United Kingdom",55.960497,-3.30325,21,2024-05-27T17:00:00+09:00,1
"Parry Sound, Ontario, Canada",45.337861,-80.038167,34,2024-05-27T18:00:00+09:00,1
"West Duluth, Minnesota, USA",46.743889,-92.166946,25,2024-05-27T18:00:00+09:00,1
"Carlow Town, Ireland",52.839722000107,-6.9316667000657,16,2024-05-27T17:00:00+09:00,1
"W 12th Ave, Airway Heights, Washington, USA",47.64476,-117.58913,21,2024-05-27T20:00:00+09:00,1
"Alder St, Ritzville, Washington, USA",47.128,-118.3819,15,2024-05-27T20:00:00+09:00,1
"3rd Ave NE, Quincy, Washington, USA",47.24126,-119.84595,4,2024-05-27T20:00:00+09:00,1
"Penticton Industrial Place, British Comlumbia, Canada",49.47753,-119.59578,45,2024-05-27T16:00:00+09:00,1
"Inverness, United Kingdom",57.481308,-4.241451,13,2024-05-27T16:00:00+09:00,1
"Torquay, Saskatchewan, Canada",49.1407,-103.4957,8,2024-05-27T17:00:00+09:00,1
"Medicine Hat - Crescent Heights, Alberta, Canada",50.0488873,-110.6811172,10,2024-05-27T17:00:00+09:00,1
"W Main St, Dayton, Washington, USA",46.318,-117.985,8,2024-05-27T20:00:00+09:00,1
"Letterkenny, Co. Donegal, Ireland",54.954644,-7.734842,31,2024-05-27T17:00:00+09:00,1
"Mont-Laurier, Quebec, Canada",46.5504129,-75.4960308,16,2024-05-27T17:00:00+09:00,1
"Fargo NW, North Dakota, USA",46.933601,-96.854698,29,2024-05-27T18:00:00+09:00,1
"Esterhazy, Saskatchewan, Canada",50.649787,-102.072945,25,2024-05-27T17:00:00+09:00,1
" E 5th St, Port Angeles, Washington, USA",48.115,-123.436434,14,2024-05-27T20:00:00+09:00,1
"Fort Smith, NorthWestTerritories, Canada",60.004486,-111.893377,20,2024-05-27T15:00:00+09:00,1
"Hill St, LaCrosse, Washington, USA",46.8153,-117.8739,9,2024-05-27T20:00:00+09:00,1
"Aytré, PoitouCharentes, France",46.13515,-1.1170416666668,35,2024-05-27T18:00:00+09:00,1
"Kergoff, Merléac, France",48.2619107,-2.9431875,31,2024-05-27T17:00:00+09:00,1
"Chesterfield Loundsley Green, United Kingdom",53.244131,-1.454946,25,2024-05-27T17:00:00+09:00,1
"Manchester Piccadilly, United Kingdom",53.48152,-2.237881,18,2024-05-27T17:00:00+09:00,1
"Sandymount Green, Dublin 4, Ireland",53.33192,-6.215766,33,2024-05-27T18:00:00+09:00,1
"Plymouth Centre, United Kingdom",50.37167,-4.142361,36,2024-05-27T17:00:00+09:00,1
"Southampton Centre, United Kingdom",50.90814,-1.395778,31,2024-05-27T17:00:00+09:00,1
"Hafnarfjörður, Norðurhella, Iceland",64.044,-21.985,44,2024-05-27T18:00:00+09:00,1
"The Dalles, Oregon, USA",45.602419,-121.203387,14,2024-05-27T17:00:00+09:00,1
"Quesnel Johnston Avenue, British Comlumbia, Canada",52.969061,-122.494031,18,2024-05-27T17:00:00+09:00,1
"Malta, Montana, USA",48.317507,-107.862471,6,2024-05-27T18:00:00+09:00,1
"Delacroix, La Roche-sur-Yon, Loire, France",46.6607,-1.43681,36,2024-05-27T18:00:00+09:00,1
"Université Tous Ages, Vannes, France",47.64892,-2.76399,29,2024-05-27T17:00:00+09:00,1
"Cavan Town, Ireland",53.99356,-7.3628,10,2024-05-27T17:00:00+09:00,1
"Ely, Minnesota, USA",47.9464,-91.4953,32,2024-05-27T18:00:00+09:00,1
"Trnp-nu, North Dakota, USA",47.6011,-103.2642,26,2024-05-27T18:00:00+09:00,1
"Town Center, Lake Forest Park, Washington, USA",47.75452,-122.28034,5,2024-05-27T20:00:00+09:00,1
"Colville Tribe, Omak, Washington, USA",48.39999,-119.51896,13,2024-05-26T18:00:00+09:00,1
"Calgary Central 2, Alberta, Canada",51.0471506,-114.0731477,13,2024-05-27T17:00:00+09:00,1
"Birmingham Ladywood, United Kingdom",52.481346,-1.918235,33,2024-05-27T17:00:00+09:00,1
"Lough Navar, United Kingdom",54.43951,-7.900328,0,2024-05-25T08:00:00+09:00,1
"Brandon, Manitoba, Canada",49.83917,-99.92069,11,2024-05-27T16:00:00+09:00,1
"Hermiston, Oregon, USA",45.828968,-119.262991,12,2024-05-27T17:00:00+09:00,1
"Pendleton, Oregon, USA",45.652231,-118.823033,13,2024-05-27T17:00:00+09:00,1
"Fort St John North Camp C, British Comlumbia, Canada",56.2032887,-120.90108,55,2024-05-27T17:00:00+09:00,1
"Blum, Saint-Nazaire, Loire, France",47.2641,-2.25012,35,2024-05-27T18:00:00+09:00,1
"Thabor, Rennes, France",48.11521,-1.673088,29,2024-05-27T17:00:00+09:00,1
"Port Talbot Prince Street 2, United Kingdom",51.579656,-3.766465,41,2024-05-27T18:00:00+09:00,1
"Rouyn-Noranda - secteur du centre-ville, Quebec, Canada",46.8032826,-71.242796,20,2024-05-27T17:00:00+09:00,1
"Potawatomi, Wisconsin, USA",45.56498,-88.80859,22,2024-05-27T18:00:00+09:00,1
"Grand Portage, Minnesota, USA",47.9721,-89.6908,15,2024-05-27T18:00:00+09:00,1
"Brainerd, Minnesota, USA",46.3944,-94.1433,25,2024-05-27T18:00:00+09:00,1
"Thompson Falls HS, Montana, USA",47.594395,-115.323746,18,2024-05-27T18:00:00+09:00,1
"Grande Prairie - Henry Pirker, Alberta, Canada",55.1766364,-118.8077555,5,2024-05-27T17:00:00+09:00,1
"Bois Bissonnet, Lorient, France",47.74249,-3.39498,32,2024-05-27T17:00:00+09:00,1
"Ecole Jean Macé, Brest, France",48.38618,-4.4866,37,2024-05-27T17:00:00+09:00,1
"Portsmouth, United Kingdom",50.82881,-1.068583,27,2024-05-27T17:00:00+09:00,1
"Sauvie Island, Oregon, USA",45.768531,-122.7721,22,2024-05-27T17:00:00+09:00,1
"W Franklin, Shelton, Washington, USA",47.21355,-123.10081,5,2024-05-27T20:00:00+09:00,1
"Vallée-du-Richelieu, Quebec, Canada",45.596337,-73.2000611,26,2024-05-27T18:00:00+09:00,1
"Janvier, Alberta, Canada",55.9033,-110.7499,104,2024-05-27T17:00:00+09:00,1
"Butte Greely School, Montana, USA",46.002399,-112.500893,14,2024-05-27T18:00:00+09:00,1
"Bournemouth, United Kingdom",50.73957,-1.826744,39,2024-05-27T17:00:00+09:00,1
"Askeaton, Ireland",52.590446,-8.970515,11,2024-05-27T17:00:00+09:00,1
"Aberdeen King Street, United Kingdom",57.169738,-2.095348,39,2024-05-27T16:00:00+09:00,1
"Edmundston, NewBrunswick, Canada",47.363195,-68.322302,13,2024-05-27T17:00:00+09:00,1
"Témiscouata, Quebec, Canada",47.6445035,-68.9357761,12,2024-05-27T17:00:00+09:00,1
"Spokane Tribe, Wellpinit, Washington, USA",47.88528,-117.98865,4,2024-05-27T20:00:00+09:00,1
"Courtenay Elementary School, British Comlumbia, Canada",49.682603,-124.996222,21,2024-05-27T17:00:00+09:00,1
"Kitimat Haul Road, British Comlumbia, Canada",54.029194,-128.70269,17,2024-05-27T17:00:00+09:00,1
"Glasgow Townhead, United Kingdom",55.865782,-4.243631,24,2024-05-27T16:00:00+09:00,1
"Strandgata, Iceland",65.684,-18.088,20,2024-05-27T18:00:00+09:00,1
"Steeper, Alberta, Canada",53.1325,-117.091111,2,2024-05-27T17:00:00+09:00,1
"Valemount Firehall, British Comlumbia, Canada",52.832459,-119.269821,14,2024-05-27T17:00:00+09:00,1
"Norman Wells, NorthWestTerritories, Canada",65.279676,-126.812887,26,2024-05-27T15:00:00+09:00,1
"Coventry Allesley, United Kingdom",52.411563,-1.560228,31,2024-05-27T17:00:00+09:00,1
"Leeds Headingley Kerbside, United Kingdom",53.819972,-1.576361,30,2024-05-27T16:00:00+09:00,1
"Monaghan Town, Ireland",54.24634,-6.961403,5,2024-05-27T18:00:00+09:00,1
"Húsavík, syðri mælistöð PCC, Iceland",66.055,-17.348,17,2024-05-27T16:00:00+09:00,1
"Columbia Falls, Montana, USA",48.363694,-114.189272,20,2024-05-27T18:00:00+09:00,1
"Fifth St, Wenatchee, Washington, USA",47.43061,-120.34195,25,2024-05-27T20:00:00+09:00,1
"E Ayrshire Kilmarnock St Marnock St, United Kingdom",55.607469,-4.497986,29,2024-05-27T17:00:00+09:00,1
"Hamilton PS 46, Montana, USA",46.243621,-114.158889,11,2024-05-27T18:00:00+09:00,1
"Josephine St, Rosalia, Washington, USA",47.23136,-117.36856,8,2024-05-27T15:00:00+09:00,1
"Prince George Plaza 400, British Comlumbia, Canada",53.91472,-122.74194,25,2024-05-27T17:00:00+09:00,1
"Port Edward Sunset Drive, British Comlumbia, Canada",54.2231999,-130.29045,11,2024-05-27T17:00:00+09:00,1
"Caerphilly Fochriw, United Kingdom",51.74032,-3.2983,25,2024-05-27T16:00:00+09:00,1
"Yakama Tribe, Toppenish, Washington, USA",46.38024,-120.33266,42,2024-05-27T20:00:00+09:00,1
"Woodin Ave, Chelan, Washington, USA",47.83861,-120.02306,8,2024-05-27T19:00:00+09:00,1
"Elk Falls Dogwood, British Comlumbia, Canada",50.018425,-125.2844,9,2024-05-27T17:00:00+09:00,1
"Ballymena Ballykeel, United Kingdom",54.861595,-6.250873,18,2024-05-27T16:00:00+09:00,1
"Témiscamingue, Quebec, Canada",47.2075221,-78.7246393,20,2024-05-27T18:00:00+09:00,1
"Lostwood NWR, North Dakota, USA",48.641899,-102.402199,22,2024-05-27T18:00:00+09:00,1
"Wauchope, Saskatchewan, Canada",49.596804,-101.907034,42,2024-05-27T17:00:00+09:00,1
"Taber (Airpointer), Alberta, Canada",49.778574,-112.160195,4,2024-05-27T16:00:00+09:00,1
"Fort McMurray Athabasca Valley, Alberta, Canada",56.7328,-111.3902,19,2024-05-27T17:00:00+09:00,1
"Mt Hall, Idaho, USA",48.89401388,-116.359419444,10,2024-05-27T16:00:00+09:00,1
"Yacolt Rd, Yacolt, Washington, USA",45.86639,-122.40889,20,2024-05-27T20:00:00+09:00,1
"Frossay, la Basse-Loire, Loire, France",47.2473,-1.93652,14,2024-05-27T17:00:00+09:00,1
"Wigan Centre, United Kingdom",53.54914,-2.638139,24,2024-05-27T17:00:00+09:00,1
"Sheffield Barnsley Road, United Kingdom",53.40495,-1.455815,21,2024-05-27T16:00:00+09:00,1
"Portlaoise, Co. Laois, Ireland",53.036124999831,-7.2886750003803,11,2024-05-27T17:00:00+09:00,1
"Detroit Lakes, Minnesota, USA",46.8511,-95.8467,18,2024-05-27T18:00:00+09:00,1
"North Bend Way, North Bend, Washington, USA",47.49022,-121.77278,6,2024-05-27T20:00:00+09:00,1
"Sparwood Centennial Square, British Comlumbia, Canada",49.7327857,-114.88766,14,2024-05-27T17:00:00+09:00,1
"Drayton Valley, Alberta, Canada",53.220056,-114.983408,15,2024-05-27T17:00:00+09:00,1
"Burns Lake Fire Centre, British Comlumbia, Canada",54.230731,-125.764354,10,2024-05-27T17:00:00+09:00,1
"Narberth, United Kingdom",51.781784,-4.691462,32,2024-05-27T17:00:00+09:00,1
"Edenderry Library, Co. Offaly, Ireland",53.3425,-7.0475,19,2024-05-27T17:00:00+09:00,1
"Corner Brook, NewFoundland, Canada",48.95223,-57.92204,8,2024-05-27T14:30:00+09:00,1
"Bécancour - secteur de l'hôtel de ville, Quebec, Canada",46.3432059,-72.5428333,20,2024-05-27T17:00:00+09:00,1
"Lac-Saint-Jean, Quebec, Canada",48.5727866,-72.10333,18,2024-05-27T17:00:00+09:00,1
"Brent - Neasden Lane, United Kingdom",51.552656,-0.248774,83,2024-05-27T16:00:00+09:00,1
"North Bay, Ontario, Canada",46.323194,-79.449278,32,2024-05-27T18:00:00+09:00,1
"Rouyn-Noranda - secteur de la montée du Sourire, Quebec, Canada",48.2342362,-79.0187836,20,2024-05-27T17:00:00+09:00,1
"Parkgate, Anchorage, Alaska",61.3267,-149.569707,7,2024-05-27T17:00:00+09:00,1
"Potlatch, Idaho, USA",46.921,-116.89625,8,2024-05-27T16:00:00+09:00,1
"Howard Davis Park, Jersey",49.179627,-2.09811,19,2024-05-27T17:00:00+09:00,1
"Liverpool Speke, United Kingdom",53.34633,-2.844333,22,2024-05-27T17:00:00+09:00,1
"Mount Pearl, NewFoundland, Canada",47.50485,-52.7952,20,2024-05-27T15:30:00+09:00,1
"Blaine, Minnesota, USA",45.1425,-93.2139,54,2024-05-27T18:00:00+09:00,1
"Salmon, Idaho, USA",45.181897,-113.890285,25,2024-05-27T17:00:00+09:00,1
"Armagh Lonsdale Road, United Kingdom",54.353728,-6.654558,10,2024-05-27T15:00:00+09:00,1
"Market Blvd, Chehalis, Washington, USA",46.66409,-122.96732,13,2024-05-27T20:00:00+09:00,1
"Vernon Science Centre, British Comlumbia, Canada",50.260617,-119.270723,13,2024-05-27T17:00:00+09:00,1
"Woodcroft, Alberta, Canada",53.564411,-113.562583,68,2024-05-27T17:00:00+09:00,1
"Foret Chize Zoodyss., PoitouCharentes, France",46.143172222222,-0.39604166666671,29,2024-05-27T18:00:00+09:00,1
"Pine, Idaho, USA",47.536712,-116.236867,34,2024-05-27T16:00:00+09:00,1
"Macroom, Co. Cork, Ireland",51.904843,-8.95249,12,2024-05-27T17:00:00+09:00,1
"Aylesford, Nova Scotia, Canada",45.07267,-64.84033,10,2024-05-27T17:00:00+09:00,1
"Hannover, North Dakota, USA",47.1858,-101.4281,30,2024-05-27T18:00:00+09:00,1
"Silverton James and Western, Oregon, USA",45.014998,-122.790382,21,2024-05-27T17:00:00+09:00,1
"Caroline, Alberta, Canada",51.95,-114.7,2,2024-05-27T17:00:00+09:00,1
"Leech Lake Nation: Cass Lake, Minnesota, USA",47.38443,-94.60166,12,2024-05-27T18:00:00+09:00,1
"Broadus, Montana, USA",45.440295,-105.37028,8,2024-05-27T18:00:00+09:00,1
"Rossiter Pump House, Montana, USA",46.6588,-112.0131,70,2024-05-27T17:00:00+09:00,1
"St. Lina, Alberta, Canada",54.2165,-111.5026,23,2024-05-27T17:00:00+09:00,1
" Azure Way, Maple Falls , Washington, USA",48.9477,-122.1471,23,2024-05-27T20:00:00+09:00,1
"Poplar, Alberta, Canada",55.303244,-119.182871,5,2024-05-27T17:00:00+09:00,1
"Bouteillerie, Nantes, Loire, France",47.2222,-1.53743,39,2024-05-27T18:00:00+09:00,1
"Ennistymon, Co. Clare, Ireland",52.9404719,-9.2944376,25,2024-05-27T18:00:00+09:00,1
"Kentville, Nova Scotia, Canada",45.071717,-64.479792,15,2024-05-27T17:00:00+09:00,1
"Pictou, Nova Scotia, Canada",45.682647,-62.69671,17,2024-05-27T17:00:00+09:00,1
"Dorset, Ontario, Canada",45.224278,-78.932944,36,2024-05-27T19:00:00+09:00,1
"Tipperary Town, Ireland",52.47934,-8.157014,10,2024-05-27T16:00:00+09:00,1
"Brownes Road, Waterford, Ireland",52.247064000036,-7.1516249996007,18,2024-05-27T17:00:00+09:00,1
"Greenbluff Rd, Colbert, Washington, USA",47.8082264,-117.34327,13,2024-05-27T20:00:00+09:00,1
"Garden, Anchorage, Alaska",61.205861,-149.8246,9,2024-05-27T17:00:00+09:00,1
"Balzac, St Brieuc, France",48.51351,-2.74953,30,2024-05-27T17:00:00+09:00,1
"Achill Island, Co. Mayo, Ireland",53.92978,-9.92961,23,2024-05-27T18:00:00+09:00,1
"Grund., Gröf, Iceland",64.334,-21.835,15,2024-05-27T17:00:00+09:00,1
"Montmagny, Quebec, Canada",46.9801031,-70.5565719,16,2024-05-27T17:00:00+09:00,1
"Red Deer - Lancaster, Alberta, Canada",52.24095,-113.765439,17,2024-05-27T17:00:00+09:00,1
"Seeley Elementary School, Montana, USA",47.17563,-113.476182,19,2024-05-27T18:00:00+09:00,1
"Houston Firehall, British Comlumbia, Canada",54.398289,-126.641604,8,2024-05-27T16:00:00+09:00,1
"Prince Rupert Fairview, British Comlumbia, Canada",54.292637,-130.35242,13,2024-05-27T17:00:00+09:00,1
"Rocabey, St Malo, France",48.6530669,-2.002744,23,2024-05-27T16:00:00+09:00,1
"Cobh Carrignafoy, Co. Cork, Ireland",51.854999999957,-8.2877787000778,28,2024-05-27T17:00:00+09:00,1
"Ottawa Downtown, Ontario, Canada",45.434333,-75.676,28,2024-05-27T18:00:00+09:00,1
"Sidney 201, Montana, USA",47.8679,-104.676864,29,2024-05-27T18:00:00+09:00,1
"Flin Flon, Manitoba, Canada",54.7686,-101.877555,28,2024-05-27T16:00:00+09:00,1
"Glasgow Waulkmillglen Reservoir, United Kingdom",55.79412,-4.354968,26,2024-05-27T16:00:00+09:00,1
"Forest Hills, Saint John, NewBrunswick, Canada",45.308778,-66.008333,15,2024-05-27T18:00:00+09:00,1
"Sorel-Tracy - secteur de Saint-Joseph-de-Sorel, Quebec, Canada",46.0442881,-73.1096553,26,2024-05-27T18:00:00+09:00,1
"Smithers Muheim Memorial, British Comlumbia, Canada",54.7784861,-127.168542,10,2024-05-27T17:00:00+09:00,1
"Hamilton Acres Baptist School, Alaska",64.845930555556,-147.69327777778,18,2024-05-27T17:00:00+09:00,1
"Saint-Denis d'Anjou, la Mayenne, Loire, France",47.7883,-0.444706,29,2024-05-27T18:00:00+09:00,1
"Sydney, Nova Scotia, Canada",46.142317,-60.172575,20,2024-05-27T17:00:00+09:00,1
"Trout Lake, Wisconsin, USA",46.052,-89.65405,29,2024-05-27T18:00:00+09:00,1
"Stoughton, Saskatchewan, Canada",49.680098,-103.021932,18,2024-05-27T14:00:00+09:00,1
"Bartholomew Rd, Anacortes, Washington, USA",48.4654,-122.56,17,2024-05-27T20:00:00+09:00,1
"Smoky Heights, Alberta, Canada",55.405,-118.275,8,2024-05-27T17:00:00+09:00,1
"Dundalk, Co. Louth, Ireland",54.003129999895,-6.3926280000824,11,2024-05-27T17:00:00+09:00,1
"Port Hawkesbury, Nova Scotia, Canada",45.614028,-61.362122,17,2024-05-27T17:00:00+09:00,1
"Lewistown, Montana, USA",47.048537,-109.455315,30,2024-05-27T18:00:00+09:00,1
"Carus - Spangler Rd., Oregon, USA",45.25928,-122.588151,22,2024-05-27T17:00:00+09:00,1
"Tukwilla Allentown, Washington, USA",47.498535,-122.278385,34,2024-05-27T17:00:00+09:00,1
"Beaverton, Oregon, USA",45.470191,-122.816411,13,2024-05-27T17:00:00+09:00,1
"Grand Forks City Hall, British Comlumbia, Canada",49.031168,-118.439088,3,2024-05-27T16:00:00+09:00,1
"Kelowna KLO Road, British Comlumbia, Canada",49.862119,-119.467461,6,2024-05-27T17:00:00+09:00,1
"Sligo Town, Ireland",54.27296,-8.480431,12,2024-05-27T17:00:00+09:00,1
"Haute-Gatineau, Quebec, Canada",46.8595807,-71.4527369,23,2024-05-27T18:00:00+09:00,1
"Fort McKay South, Alberta, Canada",57.1492,-111.6424,42,2024-05-27T17:00:00+09:00,1
"Metaline, Kennewick, Washington, USA",46.21835,-119.20152,10,2024-05-27T20:00:00+09:00,1
"S 16th St, Sunnyside, Washington, USA",46.32033,-119.9981,17,2024-05-27T20:00:00+09:00,1
"Gibbons, Alberta, Canada",53.827241,-113.327174,32,2024-05-27T17:00:00+09:00,1
"Chauvinière, Nantes, Loire, France",47.2529,-1.57328,34,2024-05-27T17:00:00+09:00,1
"Killarney Anam Arts and Cultural Centre, Co. Kerry, Ireland",52.058304,-9.504865,18,2024-05-27T16:00:00+09:00,1
"Burin, NewFoundland, Canada",47.098988,-55.198521,11,2024-05-27T15:30:00+09:00,1
"Beulah North, North Dakota, USA",47.2986,-101.7669,25,2024-05-27T18:00:00+09:00,1
"Middlesbrough, United Kingdom",54.569297,-1.220874,21,2024-05-27T17:00:00+09:00,1
"Rivière-du-Loup, Quebec, Canada",47.835957,-69.5359854,12,2024-05-27T17:00:00+09:00,1
"Cove City Hall, Oregon, USA",45.300884,-117.812896,11,2024-05-27T17:00:00+09:00,1
"Cranbrook Muriel Baxter, British Comlumbia, Canada",49.507103,-115.753682,13,2024-05-27T17:00:00+09:00,1
"Rough Waters Drive, Bathurst, NewBrunswick, Canada",47.609528,-65.633528,22,2024-05-27T18:00:00+09:00,1
"Lachute, Quebec, Canada",45.6520586,-74.3398015,18,2024-05-27T17:00:00+09:00,1
"St. Cloud, Minnesota, USA",45.55,-94.1333,48,2024-05-27T18:00:00+09:00,1
"Kerrobert, Saskatchewan, Canada",51.9265743,-109.1318757,19,2024-05-27T17:00:00+09:00,1
"7th Ave, Marysville, Washington, USA",48.054315,-122.171529,17,2024-05-27T20:00:00+09:00,1
"Sandy Roadside, United Kingdom",52.132417,-0.300306,13,2024-05-27T17:00:00+09:00,1
"Castlebar, Ireland",53.851110999738,-9.2997220003683,27,2024-05-27T17:00:00+09:00,1
"Lac La Biche, Alberta, Canada",54.76516,-111.971449,30,2024-05-27T17:00:00+09:00,1
"Conklin Community, Alberta, Canada",55.632331,-111.078872,70,2024-05-27T17:00:00+09:00,1
"Fort Hills, Alberta, Canada",57.3489,-111.63969,23,2024-05-27T17:00:00+09:00,1
